cell_id,model_key,model_served,prompt_id,lang,gen,fk_tier,stance,n_tokens,n_sentences,translator,source_cell_id,mattr,hapax_rate,mean_token_len,zipf_slope,sent_len_mean,sent_len_sd,burstiness,dep_depth,subord_rate,func_word_ratio,first_person_rate,para_count,para_len_mean,question_rate,connective_rate,comma_per_1k,colon_per_1k,dash_per_1k,semicolon_per_1k,bigram_entropy,digit_rate
claude|P05|es|0|google,claude,anthropic/claude-opus-4.7,P05,es,0,educated,against,454,18,google,claude|P05|en|0,0.8138765432098766,0.4405286343612334,5.610132158590308,-0.5689841684373304,25.22222222222222,10.519201242073557,-0.411372003547547,6.222222222222222,1.5,0.4361233480176211,0.0,6,75.66666666666667,0.0,61.67400881057269,57.26872246696036,2.202643171806167,0.0,0.0,7.338468175582461,1.5426147319706902
claude|P04|hi|1|google,claude,anthropic/claude-opus-4.7,P04,hi,1,expert,for,465,20,google,claude|P04|en|1,0.8235096153846155,0.4129032258064516,4.397849462365591,-0.5959030801381339,23.25,13.190407200130826,-0.2760559931348149,5.15,0.6,0.4172043010752688,0.0,6,77.5,0.0,53.763440860215056,51.61290322580645,6.451612903225806,10.75268817204301,0.0,8.21308462527869,15.676959619952497
claude|P05|zh|0|google,claude,anthropic/claude-opus-4.7,P05,zh,0,educated,against,434,18,google,claude|P05|en|0,0.8823896103896105,0.4447004608294931,1.663594470046083,-0.5067042899786525,24.11111111111111,10.48185484758073,-0.3939892369970632,5.666666666666667,2.388888888888889,0.3410138248847926,0.0,6,72.33333333333333,0.0,126.72811059907832,71.42857142857143,0.0,9.216589861751151,0.0,9.229906387345366,5.128205128205129
claude|P05|ru|0|google,claude,anthropic/claude-opus-4.7,P05,ru,0,educated,against,370,18,google,claude|P05|en|0,0.9165732087227416,0.581081081081081,6.835135135135135,-0.4027876498916061,20.55555555555556,8.939155258301879,-0.3938468958236393,6.722222222222222,1.3333333333333333,0.2729729729729729,0.0,6,61.66666666666666,0.0,72.97297297297297,110.8108108108108,0.0,16.216216216216218,0.0,7.91634616281281,1.5408320493066257
claude|P05|ja|0|google,claude,anthropic/claude-opus-4.7,P05,ja,0,educated,against,611,18,google,claude|P05|en|0,0.7888612099644129,0.3175122749590834,1.8150572831423888,-0.691592304793232,33.94444444444444,14.610520875774345,-0.3981863325648233,6.833333333333333,3.7222222222222223,0.4582651391162029,0.0,6,101.83333333333331,0.0,50.73649754500818,75.28641571194763,0.0,0.0,0.0,9.471810529701804,3.404255319148936
claude|P05|tr|0|google,claude,anthropic/claude-opus-4.7,P05,tr,0,educated,against,371,18,google,claude|P05|en|0,0.94944099378882,0.6415094339622641,6.652291105121294,-0.3640682531910237,20.61111111111111,8.395649355742243,-0.4211246467639065,6.388888888888889,1.3333333333333333,0.1967654986522911,0.0,6,61.833333333333336,0.0,45.82210242587601,75.47169811320755,0.0,0.0,2.6954177897574123,7.8010316610610575,1.5891934843067144
claude|P05|es|1|google,claude,anthropic/claude-opus-4.7,P05,es,1,educated,against,484,17,google,claude|P05|en|1,0.7877241379310346,0.3925619834710744,5.566115702479339,-0.6290512715065605,28.47058823529412,11.753284897523455,-0.4156065051858833,6.705882352941177,1.588235294117647,0.4566115702479338,0.0,6,80.66666666666667,0.0,53.71900826446281,41.32231404958678,2.066115702479338,0.0,2.066115702479338,7.321591160224721,2.192982456140351
claude|P05|hi|0|google,claude,anthropic/claude-opus-4.7,P05,hi,0,educated,against,472,18,google,claude|P05|en|0,0.8597635933806148,0.4300847457627119,4.436440677966102,-0.5673723306629666,26.22222222222222,13.058941293704414,-0.3351041504455622,5.777777777777778,1.0555555555555556,0.3898305084745763,0.0,6,78.66666666666667,0.0,76.27118644067797,59.32203389830509,0.0,12.71186440677966,0.0,8.093588304426326,1.858736059479554
claude|P05|zh|1|google,claude,anthropic/claude-opus-4.7,P05,zh,1,educated,against,422,17,google,claude|P05|en|1,0.8698123324396783,0.4691943127962085,1.6872037914691944,-0.4934041901937299,24.823529411764707,11.292892090368431,-0.3746394786260072,5.823529411764706,3.235294117647059,0.3246445497630332,0.0,6,70.33333333333333,0.0,120.85308056872036,68.72037914691943,0.0,4.739336492890995,2.3696682464454977,9.198690037621772,7.8125
claude|P05|ja|1|google,claude,anthropic/claude-opus-4.7,P05,ja,1,educated,against,628,18,google,claude|P05|en|1,0.8165112262521589,0.304140127388535,1.839171974522293,-0.6977128103502459,34.888888888888886,16.61639477032845,-0.3547693133671424,6.833333333333333,3.7222222222222223,0.4522292993630573,0.0,6,104.66666666666669,0.0,42.99363057324841,70.06369426751593,0.0,0.0,0.0,9.484724948973447,4.926108374384237
claude|P05|ru|1|google,claude,anthropic/claude-opus-4.7,P05,ru,1,educated,against,375,18,google,claude|P05|en|1,0.9421472392638038,0.6133333333333333,7.184,-0.3828999837167532,20.83333333333333,10.76076752128113,-0.3188115989881402,7.222222222222222,1.9444444444444444,0.272,0.0,6,62.5,0.0,64.0,120.0,2.6666666666666665,16.0,2.6666666666666665,7.954383412019911,2.169197396963124
claude|P05|tr|1|google,claude,anthropic/claude-opus-4.7,P05,tr,1,educated,against,365,17,google,claude|P05|en|1,0.9532278481012656,0.673972602739726,7.010958904109589,-0.3409990683706408,21.47058823529412,8.966030664812214,-0.4108392463539442,6.705882352941177,1.6470588235294117,0.1643835616438356,0.0,6,60.833333333333336,0.0,35.61643835616438,65.75342465753425,0.0,0.0,5.47945205479452,7.773338650365816,2.305032654629274
claude|P06|es|0|google,claude,anthropic/claude-opus-4.7,P06,es,0,expert,against,420,14,google,claude|P06|en|0,0.7816172506738545,0.4214285714285714,5.480952380952381,-0.5882201789444559,30.0,12.776179758862554,-0.4026498003849663,6.285714285714286,1.5,0.4809523809523809,4.761904761904762,4,105.0,0.0,66.66666666666667,64.28571428571429,0.0,0.0,0.0,7.362977938656965,0.0
claude|P05|hi|1|google,claude,anthropic/claude-opus-4.7,P05,hi,1,educated,against,491,17,google,claude|P05|en|1,0.8882805429864254,0.4338085539714867,4.513238289205702,-0.5639931690036891,28.88235294117647,14.110644709496697,-0.3435840494701696,6.0,1.2352941176470589,0.395112016293279,0.0,6,81.83333333333333,0.0,63.13645621181263,44.80651731160896,0.0,6.109979633401222,2.0366598778004072,8.13073485912376,2.6548672566371683
claude|P06|zh|0|google,claude,anthropic/claude-opus-4.7,P06,zh,0,expert,against,373,14,google,claude|P06|en|0,0.8230864197530865,0.4798927613941018,1.6219839142091153,-0.4947595842908402,26.642857142857142,12.307640796595502,-0.3680367929710499,5.714285714285714,3.2857142857142856,0.3512064343163539,5.361930294906166,4,93.25,0.0,139.4101876675603,91.15281501340482,0.0,0.0,0.0,8.939255533857903,0.0
claude|P06|ru|0|google,claude,anthropic/claude-opus-4.7,P06,ru,0,expert,against,335,14,google,claude|P06|en|0,0.9287412587412588,0.6208955223880597,6.886567164179104,-0.3799901261510672,23.928571428571427,8.042811273852768,-0.4968743548746842,6.642857142857143,1.2857142857142858,0.3134328358208955,8.955223880597014,4,83.75,0.0,74.6268656716418,143.28358208955223,0.0,8.955223880597014,0.0,7.901338620983887,0.0
claude|P06|ja|0|google,claude,anthropic/claude-opus-4.7,P06,ja,0,expert,against,511,14,google,claude|P06|en|0,0.7818614718614718,0.3581213307240704,1.7397260273972603,-0.6607576964896089,36.5,12.93028645051252,-0.4768273712733683,7.571428571428571,3.4285714285714284,0.4598825831702544,3.9138943248532287,4,127.75,0.0,54.7945205479452,84.14872798434442,0.0,0.0,0.0,9.176907740012776,1.0570824524312896
claude|P06|tr|0|google,claude,anthropic/claude-opus-4.7,P06,tr,0,expert,against,303,14,google,claude|P06|en|0,0.9153543307086616,0.6336633663366337,7.0495049504950495,-0.3620673252651204,21.642857142857142,7.110200071372469,-0.5054299778700612,6.285714285714286,1.0714285714285714,0.1815181518151815,0.0,4,75.75,0.0,49.50495049504951,82.50825082508251,0.0,0.0,3.3003300330033003,7.755650366966645,0.0
claude|P06|hi|0|google,claude,anthropic/claude-opus-4.7,P06,hi,0,expert,against,434,15,google,claude|P06|en|0,0.8282597402597403,0.3963133640552995,4.525345622119816,-0.613040025665431,28.933333333333334,14.493676782192525,-0.3325040455865599,6.066666666666666,1.0,0.456221198156682,4.608294930875576,4,108.5,0.0,73.73271889400921,59.90783410138249,0.0,0.0,0.0,7.9412692125284225,0.0
claude|P07|es|0|google,claude,anthropic/claude-opus-4.7,P07,es,0,educated,against,453,16,google,claude|P07|en|0,0.7956930693069306,0.4260485651214128,5.766004415011038,-0.5951469495203348,28.3125,14.332800377688468,-0.3278133697851862,6.25,1.6875,0.4746136865342163,0.0,6,75.5,0.0,64.0176600441501,46.35761589403973,4.415011037527594,0.0,0.0,7.196887449694841,0.0
claude|P07|zh|0|google,claude,anthropic/claude-opus-4.7,P07,zh,0,educated,against,410,16,google,claude|P07|en|0,0.8301939058171744,0.4073170731707317,1.6536585365853658,-0.5727968046637397,25.625,13.10915710486376,-0.3231216019817468,5.75,3.3125,0.3121951219512195,0.0,6,68.33333333333333,0.0,126.82926829268293,58.53658536585366,4.878048780487805,9.75609756097561,0.0,9.005932149949103,0.0
claude|P07|ru|0|google,claude,anthropic/claude-opus-4.7,P07,ru,0,educated,against,355,16,google,claude|P07|en|0,0.9166013071895426,0.6957746478873239,6.926760563380282,-0.3261503812234454,22.1875,11.208441759079031,-0.328754263620555,6.375,1.5625,0.2901408450704225,0.0,6,59.16666666666666,0.0,78.87323943661971,115.49295774647888,5.633802816901408,2.816901408450704,0.0,7.930814852201573,0.0
claude|P07|ja|0|google,claude,anthropic/claude-opus-4.7,P07,ja,0,educated,against,600,18,google,claude|P07|en|0,0.7970598911070781,0.2816666666666667,1.6833333333333331,-0.7552683667183945,33.333333333333336,15.377600210543063,-0.3686181277272511,6.611111111111111,3.7777777777777777,0.4633333333333333,0.0,6,100.0,0.0,53.333333333333336,63.333333333333336,0.0,0.0,0.0,9.189559710057049,1.8726591760299625
claude|P07|tr|0|google,claude,anthropic/claude-opus-4.7,P07,tr,0,educated,against,350,16,google,claude|P07|en|0,0.9171428571428571,0.6342857142857142,6.854285714285714,-0.3803948318573665,21.875,11.20639698267616,-0.3224955410108799,6.0625,2.0,0.1857142857142857,0.0,6,58.333333333333336,0.0,34.285714285714285,82.85714285714286,5.714285714285714,0.0,5.714285714285714,7.727314461523242,0.0
claude|P06|es|1|google,claude,anthropic/claude-opus-4.7,P06,es,1,expert,against,427,13,google,claude|P06|en|1,0.7996296296296296,0.4613583138173302,5.754098360655738,-0.5419040890058794,32.84615384615385,16.2472877420928,-0.3381076080034882,6.923076923076923,2.1538461538461537,0.4496487119437939,2.34192037470726,3,142.33333333333334,0.0,79.62529274004685,60.88992974238876,4.68384074941452,0.0,2.34192037470726,7.339873852840336,0.0
claude|P06|zh|1|google,claude,anthropic/claude-opus-4.7,P06,zh,1,expert,against,388,14,google,claude|P06|en|1,0.823834808259587,0.4664948453608247,1.672680412371134,-0.525701518407856,27.714285714285715,12.19980183589737,-0.3886969446284431,5.571428571428571,2.857142857142857,0.3298969072164948,2.577319587628866,3,129.33333333333334,0.0,113.4020618556701,69.58762886597938,5.154639175257732,0.0,2.577319587628866,8.998894011614142,0.0
claude|P07|hi|0|google,claude,anthropic/claude-opus-4.7,P07,hi,0,educated,against,461,17,google,claude|P07|en|0,0.8246601941747572,0.4078091106290672,4.646420824295011,-0.6017701644222029,27.11764705882353,14.391327045052067,-0.3065920150645986,5.705882352941177,1.0588235294117647,0.3926247288503254,0.0,6,76.83333333333333,0.0,49.891540130151846,49.891540130151846,4.338394793926248,4.338394793926248,0.0,7.9910715618345955,0.0
claude|P06|ru|1|google,claude,anthropic/claude-opus-4.7,P06,ru,1,expert,against,356,13,google,claude|P06|en|1,0.9201954397394136,0.6460674157303371,7.01685393258427,-0.3587148458178653,27.384615384615383,10.988922160813145,-0.4272656177292018,7.6923076923076925,1.8461538461538465,0.3117977528089887,8.426966292134832,3,118.66666666666669,0.0,78.65168539325843,126.40449438202248,5.617977528089888,2.808988764044944,5.617977528089888,7.929082665469791,0.0
claude|P06|ja|1|google,claude,anthropic/claude-opus-4.7,P06,ja,1,expert,against,556,17,google,claude|P06|en|1,0.7770808678500987,0.356115107913669,1.7194244604316546,-0.6800580087310716,32.705882352941174,13.1897910610932,-0.4252272565169546,7.0588235294117645,2.9411764705882355,0.4694244604316547,1.7985611510791366,3,185.3333333333333,0.0,66.54676258992805,73.7410071942446,0.0,0.0,0.0,9.243298757786697,1.9723865877712032
claude|P06|tr|1|google,claude,anthropic/claude-opus-4.7,P06,tr,1,expert,against,322,13,google,claude|P06|en|1,0.9175091575091576,0.6894409937888198,7.040372670807454,-0.330050108282202,24.76923076923077,10.1992961044202,-0.4166585203161394,6.769230769230769,1.2307692307692308,0.186335403726708,0.0,3,107.33333333333331,0.0,59.00621118012423,71.42857142857143,6.211180124223603,0.0,6.211180124223603,7.850561583595375,0.0
claude|P06|hi|1|google,claude,anthropic/claude-opus-4.7,P06,hi,1,expert,against,463,16,google,claude|P06|en|1,0.8336714975845412,0.4146868250539957,4.548596112311016,-0.6021949513127988,28.9375,10.969465195107128,-0.4502480886994604,6.0625,1.375,0.4341252699784017,2.159827213822894,3,154.33333333333334,0.0,64.79481641468682,58.31533477321814,4.319654427645788,0.0,2.159827213822894,7.968388435092869,0.0
claude|P07|es|1|google,claude,anthropic/claude-opus-4.7,P07,es,1,educated,against,458,18,google,claude|P07|en|1,0.8148166259168704,0.4344978165938865,5.75764192139738,-0.5860054748466076,25.444444444444443,10.41052760273562,-0.4192979657584538,6.555555555555555,1.4444444444444444,0.4519650655021834,0.0,6,76.33333333333333,0.0,56.76855895196506,50.21834061135371,2.183406113537118,0.0,2.183406113537118,7.198645388475357,0.0
claude|P07|zh|1|google,claude,anthropic/claude-opus-4.7,P07,zh,1,educated,against,420,18,google,claude|P07|en|1,0.8249595687331538,0.4214285714285714,1.6142857142857143,-0.5675941155500461,23.33333333333333,9.461998296591789,-0.4229667561612402,5.611111111111111,2.611111111111111,0.3404761904761905,0.0,6,70.0,0.0,142.85714285714286,64.28571428571429,2.380952380952381,9.523809523809524,2.380952380952381,9.041870050933454,0.0
claude|P07|ru|1|google,claude,anthropic/claude-opus-4.7,P07,ru,1,educated,against,359,18,google,claude|P07|en|1,0.9486451612903224,0.6657381615598886,7.147632311977716,-0.3507761718116888,19.944444444444443,7.526206936410479,-0.452054715990047,6.5,1.6666666666666667,0.2590529247910863,0.0,6,59.833333333333336,0.0,55.710306406685234,91.92200557103064,2.785515320334262,0.0,2.785515320334262,7.921623372454048,0.0
claude|P07|ja|1|google,claude,anthropic/claude-opus-4.7,P07,ja,1,educated,against,603,19,google,claude|P07|en|1,0.7893862815884477,0.3018242122719735,1.6666666666666667,-0.7455481815835885,31.73684210526316,13.374279234008826,-0.4070517940166697,6.947368421052632,4.052631578947368,0.4792703150912106,0.0,6,100.5,0.0,44.776119402985074,67.99336650082918,0.0,0.0,0.0,9.193497245789898,3.7418147801683816
claude|P07|tr|1|google,claude,anthropic/claude-opus-4.7,P07,tr,1,educated,against,345,18,google,claude|P07|en|1,0.8958108108108107,0.6115942028985507,6.944927536231884,-0.3917056971308005,19.166666666666668,7.860923460195934,-0.4183037834081258,6.055555555555555,1.5,0.1826086956521739,0.0,6,57.5,0.0,34.78260869565217,84.05797101449275,2.898550724637681,0.0,2.898550724637681,7.625176394495815,0.0
claude|P07|hi|1|google,claude,anthropic/claude-opus-4.7,P07,hi,1,educated,against,452,20,google,claude|P07|en|1,0.8468982630272952,0.4203539823008849,4.632743362831858,-0.579916683610517,22.6,9.648561387176084,-0.4016129109552827,5.4,0.75,0.3915929203539823,0.0,6,75.33333333333333,0.0,48.67256637168141,55.309734513274336,2.2123893805309733,0.0,2.2123893805309733,7.938260248100704,0.0
claude|P08|es|0|google,claude,anthropic/claude-opus-4.7,P08,es,0,general,for,432,18,google,claude|P08|en|0,0.8124804177545694,0.412037037037037,5.069444444444445,-0.611613158888699,24.0,10.549602724608109,-0.3893068578126308,6.055555555555555,1.4444444444444444,0.449074074074074,6.944444444444445,5,86.4,0.0,83.33333333333333,46.2962962962963,2.314814814814815,0.0,0.0,7.343890553199117,0.0
claude|P08|zh|0|google,claude,anthropic/claude-opus-4.7,P08,zh,0,general,for,395,18,google,claude|P08|en|0,0.839421965317919,0.4177215189873418,1.6025316455696204,-0.5434700187401255,21.944444444444443,9.045455291908114,-0.4162320388989587,5.722222222222222,2.611111111111111,0.3341772151898734,7.594936708860759,5,79.0,0.0,136.70886075949366,78.48101265822785,2.5316455696202533,0.0,0.0,9.031727568694794,11.71303074670571
claude|P08|ru|0|google,claude,anthropic/claude-opus-4.7,P08,ru,0,general,for,323,18,google,claude|P08|en|0,0.9260583941605838,0.6780185758513931,6.668730650154799,-0.3475466845094018,17.944444444444443,7.996118339340159,-0.3835046366581902,6.0,1.0555555555555556,0.2755417956656347,9.287925696594428,5,64.6,0.0,92.87925696594428,105.26315789473684,3.095975232198142,9.287925696594428,0.0,7.945778212440603,0.0
claude|P08|ja|0|google,claude,anthropic/claude-opus-4.7,P08,ja,0,general,for,543,19,google,claude|P08|en|0,0.8057085020242916,0.3186003683241252,1.6114180478821365,-0.7085687246009796,28.57894736842105,13.225882829066162,-0.3672557564957583,6.421052631578948,2.736842105263158,0.4696132596685083,5.524861878453039,5,108.6,0.0,42.3572744014733,68.13996316758748,0.0,0.0,0.0,9.234764217050008,19.33404940923738
claude|P08|tr|0|google,claude,anthropic/claude-opus-4.7,P08,tr,0,general,for,334,19,google,claude|P08|en|0,0.9221052631578944,0.6227544910179641,6.368263473053892,-0.3884449671670051,17.57894736842105,8.940021063072903,-0.325764040470313,5.368421052631579,1.0,0.1676646706586826,2.9940119760479043,5,66.8,0.0,47.90419161676647,68.8622754491018,2.9940119760479043,0.0,5.9880239520958085,7.819961118877413,0.0
claude|P08|hi|0|google,claude,anthropic/claude-opus-4.7,P08,hi,0,general,for,452,19,google,claude|P08|en|0,0.8656079404466502,0.3805309734513274,4.077433628318584,-0.6075974697616074,23.789473684210527,11.640823507373716,-0.3428887460679409,5.421052631578948,1.105263157894737,0.4269911504424779,6.6371681415929205,5,90.4,0.0,84.070796460177,53.09734513274336,2.2123893805309733,0.0,0.0,7.914303688220421,0.0
claude|P08|es|1|google,claude,anthropic/claude-opus-4.7,P08,es,1,general,for,434,18,google,claude|P08|en|1,0.7983376623376623,0.4032258064516129,5.350230414746544,-0.6189719288751356,24.11111111111111,11.192901578752222,-0.3659133494495947,6.0,1.5555555555555556,0.4354838709677419,0.0,5,86.8,0.0,71.42857142857143,50.69124423963134,4.608294930875576,0.0,2.304147465437788,7.284722382105749,0.0
claude|P08|zh|1|google,claude,anthropic/claude-opus-4.7,P08,zh,1,general,for,402,19,google,claude|P08|en|1,0.8789235127478753,0.4577114427860697,1.5895522388059702,-0.5050873160054026,21.157894736842103,9.889743047413296,-0.3629310470487069,5.105263157894737,2.6842105263157894,0.3283582089552239,0.0,5,80.4,0.0,129.35323383084577,79.60199004975124,4.975124378109452,0.0,0.0,9.056619803450792,0.0
claude|P08|ru|1|google,claude,anthropic/claude-opus-4.7,P08,ru,1,general,for,322,18,google,claude|P08|en|1,0.9148717948717948,0.6366459627329193,7.152173913043479,-0.3703576303951062,17.88888888888889,8.710297414310928,-0.3450703856107733,5.833333333333333,1.6111111111111112,0.2453416149068323,0.0,5,64.4,0.0,80.74534161490683,90.06211180124224,9.316770186335404,9.316770186335404,3.1055900621118013,7.938038328003198,0.0
claude|P08|ja|1|google,claude,anthropic/claude-opus-4.7,P08,ja,1,general,for,555,20,google,claude|P08|en|1,0.8127667984189724,0.29009009009009,1.6396396396396395,-0.7231152828571858,27.75,15.820955457207614,-0.2737843230109624,6.45,3.45,0.4432432432432432,0.0,5,111.0,0.0,48.648648648648646,61.26126126126126,0.0,0.0,0.0,9.210276283373313,5.186721991701245
claude|P08|tr|1|google,claude,anthropic/claude-opus-4.7,P08,tr,1,general,for,337,19,google,claude|P08|en|1,0.9036111111111113,0.658753709198813,6.5222551928783385,-0.3496885573709408,17.736842105263158,8.601305490467762,-0.3468556997636443,5.842105263157895,1.105263157894737,0.1750741839762611,0.0,5,67.4,0.0,47.47774480712166,59.34718100890208,5.934718100890208,0.0,2.967359050445104,7.804598887536448,0.0
claude|P12|es|0|google,claude,anthropic/claude-opus-4.7,P12,es,0,expert,for,457,17,google,claude|P12|en|0,0.8211764705882354,0.4398249452954048,5.398249452954048,-0.5747140932590715,26.88235294117647,8.252896104862042,-0.5302212832447504,6.0,1.5294117647058822,0.4485776805251641,0.0,4,114.25,0.0,72.21006564551422,50.32822757111597,2.1881838074398248,0.0,0.0,7.311602952184685,2.4
claude|P08|hi|1|google,claude,anthropic/claude-opus-4.7,P08,hi,1,general,for,452,19,google,claude|P08|en|1,0.8401985111662531,0.4026548672566372,4.289823008849558,-0.5995195297438405,23.789473684210527,13.410522184581698,-0.2790041035551814,5.421052631578948,1.0526315789473684,0.415929203539823,0.0,5,90.4,0.0,75.22123893805309,53.09734513274336,4.424778761061947,0.0,2.2123893805309733,7.86942559669265,0.0
claude|P12|zh|0|google,claude,anthropic/claude-opus-4.7,P12,zh,0,expert,for,412,17,google,claude|P12|en|0,0.8454545454545453,0.4757281553398058,1.6213592233009708,-0.4873869336420259,24.23529411764705,8.606170836707125,-0.4758960449134226,5.352941176470588,2.8823529411764706,0.3616504854368932,0.0,4,103.0,0.0,138.3495145631068,77.66990291262135,0.0,9.70873786407767,0.0,9.17284234487476,8.321775312066574
claude|P12|ru|0|google,claude,anthropic/claude-opus-4.7,P12,ru,0,expert,for,365,17,google,claude|P12|en|0,0.9267721518987342,0.6438356164383562,6.898630136986301,-0.3534506498587181,21.47058823529412,7.133702116177331,-0.5012145361046957,6.764705882352941,1.7647058823529411,0.2657534246575342,0.0,4,91.25,0.0,79.45205479452055,115.06849315068492,0.0,10.95890410958904,0.0,7.965167762622494,2.323780015491866
claude|P12|ja|0|google,claude,anthropic/claude-opus-4.7,P12,ja,0,expert,for,589,17,google,claude|P12|en|0,0.804,0.3242784380305603,1.6723259762308995,-0.6847662647604897,34.64705882352941,10.52343323534784,-0.534057179557348,6.882352941176471,3.5294117647058822,0.4482173174872665,0.0,4,147.25,0.0,44.14261460101868,76.4006791171477,0.0,0.0,0.0,9.361600285238548,9.541984732824428
claude|P12|tr|0|google,claude,anthropic/claude-opus-4.7,P12,tr,0,expert,for,371,17,google,claude|P12|en|0,0.919937888198758,0.6415094339622641,6.474393530997305,-0.3603836082545871,21.823529411764707,6.597682302498801,-0.5357212515194996,6.470588235294118,1.411764705882353,0.1859838274932614,0.0,4,92.75,0.0,51.21293800539083,53.908355795148246,0.0,0.0,0.0,7.701325131254925,2.459016393442623
claude|P12|hi|0|google,claude,anthropic/claude-opus-4.7,P12,hi,0,expert,for,477,17,google,claude|P12|en|0,0.8402336448598131,0.3962264150943396,4.148846960167715,-0.5900041040815801,28.058823529411764,8.89150288361938,-0.5187321062211974,5.941176470588236,1.0588235294117647,0.4046121593291404,0.0,4,119.25,0.0,67.08595387840671,46.121593291404615,0.0,4.19287211740042,0.0,7.897195197178052,2.9702970297029703
claude|P10|es|0|google,claude,anthropic/claude-opus-4.7,P10,es,0,educated,against,450,17,google,claude|P10|en|0,0.798354114713217,0.4666666666666667,5.5,-0.5412862364393966,26.47058823529412,10.607294937087069,-0.4278370807863001,6.235294117647059,1.3529411764705883,0.4555555555555555,4.444444444444445,5,90.0,0.0,46.66666666666666,46.66666666666666,2.2222222222222223,0.0,2.2222222222222223,7.402283497329042,3.183446080382013
claude|P10|zh|0|google,claude,anthropic/claude-opus-4.7,P10,zh,0,educated,against,404,17,google,claude|P10|en|0,0.8509295774647888,0.495049504950495,1.6707920792079207,-0.4608836860472217,23.764705882352946,8.459679454363991,-0.4749516947511852,5.705882352941177,2.8823529411764706,0.3292079207920792,2.4752475247524752,5,80.8,0.0,118.81188118811882,56.93069306930693,2.4752475247524752,0.0,2.4752475247524752,9.131528655473629,13.94700139470014
claude|P10|ru|0|google,claude,anthropic/claude-opus-4.7,P10,ru,0,educated,against,361,17,google,claude|P10|en|0,0.936153846153846,0.6509695290858726,6.759002770083103,-0.3497345214275226,21.23529411764705,8.714423473218883,-0.4180630620786484,6.235294117647059,1.2941176470588236,0.296398891966759,8.310249307479225,5,72.2,0.0,47.09141274238228,88.6426592797784,2.770083102493075,5.54016620498615,2.770083102493075,8.023891028294624,3.2089851584436424
claude|P10|ja|0|google,claude,anthropic/claude-opus-4.7,P10,ja,0,educated,against,600,19,google,claude|P10|en|0,0.7815607985480943,0.325,1.7133333333333334,-0.6864253458495939,31.57894736842105,11.959727744363509,-0.4506159081146825,6.526315789473684,3.210526315789474,0.4816666666666667,1.6666666666666667,5,120.0,0.0,63.333333333333336,58.333333333333336,0.0,0.0,0.0,9.40664141939966,10.166358595194083
claude|P10|tr|0|google,claude,anthropic/claude-opus-4.7,P10,tr,0,educated,against,343,17,google,claude|P10|en|0,0.9487074829931972,0.6997084548104956,7.061224489795919,-0.3112736767994079,20.176470588235293,6.654277704206963,-0.5039812060641369,6.823529411764706,1.588235294117647,0.1661807580174927,0.0,5,68.6,0.0,29.15451895043732,61.224489795918366,2.915451895043732,0.0,2.915451895043732,7.801641657607459,3.249390739236393
claude|P10|hi|0|google,claude,anthropic/claude-opus-4.7,P10,hi,0,educated,against,461,19,google,claude|P10|en|0,0.8586893203883496,0.457700650759219,4.51409978308026,-0.5306856227413674,24.26315789473684,11.099760284013934,-0.3722373120958288,5.631578947368421,0.8421052631578947,0.4056399132321041,2.169197396963124,5,92.2,0.0,43.38394793926247,45.5531453362256,2.169197396963124,0.0,2.169197396963124,8.06831245544713,3.771805752003772
claude|P10|es|1|google,claude,anthropic/claude-opus-4.7,P10,es,1,educated,against,455,18,google,claude|P10|en|1,0.8002463054187191,0.4505494505494505,5.479120879120879,-0.5648905565898139,25.27777777777778,8.876973222600778,-0.4801910151532131,5.777777777777778,1.5555555555555556,0.4769230769230769,0.0,6,75.83333333333333,0.0,46.15384615384615,50.54945054945055,0.0,0.0,0.0,7.374852875457051,3.1608060055314104
claude|P10|zh|1|google,claude,anthropic/claude-opus-4.7,P10,zh,1,educated,against,390,18,google,claude|P10|en|1,0.8644574780058651,0.5128205128205128,1.6512820512820512,-0.4526949643524305,21.666666666666668,7.356469741582814,-0.4930616982186788,5.666666666666667,2.833333333333333,0.3153846153846154,0.0,6,65.0,0.0,125.64102564102564,64.1025641025641,0.0,0.0,0.0,9.04215752194106,18.92285298398836
claude|P10|ru|1|google,claude,anthropic/claude-opus-4.7,P10,ru,1,educated,against,353,18,google,claude|P10|en|1,0.9378947368421052,0.6883852691218131,6.628895184135978,-0.3205306826465153,19.61111111111111,6.766169208025616,-0.4869699130340774,6.222222222222222,1.2777777777777777,0.3031161473087819,0.0,6,58.833333333333336,0.0,36.827195467422094,101.9830028328612,0.0,5.665722379603399,0.0,8.019918530294413,3.33889816360601
claude|P10|ja|1|google,claude,anthropic/claude-opus-4.7,P10,ja,1,educated,against,591,18,google,claude|P10|en|1,0.7792619926199262,0.3570219966159052,1.6751269035532994,-0.6644063229320837,32.833333333333336,10.450161833815836,-0.517129483492027,6.944444444444445,2.833333333333333,0.4585448392554991,0.0,6,98.5,0.0,67.68189509306261,59.22165820642978,0.0,0.0,0.0,9.320745785614996,12.452107279693486
claude|P10|tr|1|google,claude,anthropic/claude-opus-4.7,P10,tr,1,educated,against,350,18,google,claude|P10|en|1,0.9479734219269104,0.68,7.077142857142857,-0.3181047938544299,19.444444444444443,6.147426264153366,-0.5195797654535598,6.333333333333333,1.3333333333333333,0.1457142857142857,0.0,6,58.333333333333336,0.0,28.571428571428573,60.0,0.0,0.0,0.0,7.694573053033826,3.179650238473768
